source_url	parsed_url
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/will-gop-let-tucker-carlson-control-its-police-brutality-debate
https://www.mediamatters.org/	https://fonts.googleapis.com/css?family=Barlow:400,400i,600,600i,700,700i
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/nine-ways-fox-has-pushed-disinformation-about-civil-unrest-terrify-its-audience
https://www.mediamatters.org/	https://www.mediamatters.org/rush-limbaugh/rush-limbaugh-well-where-are-all-people-guns-push-back-against-left-0
https://www.mediamatters.org/	https://www.mediamatters.org/#narrative
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/how-fox-news-pushed-propaganda-about-el-paso-mass-shooting
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/these-are-fox-news-leading-advertisers
https://www.mediamatters.org/	https://www.mediamatters.org/cnn/it-categorically-wrong-blame-mental-illness-mass-shootings-heres-why
https://www.mediamatters.org/	https://www.mediamatters.org/take-action
https://www.mediamatters.org/	https://www.mediamatters.org/jeanine-pirro/these-are-jeanine-pirros-leading-advertisers
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-figures-have-been-fearmongering-about-using-contact-tracing-mitigate-coronavirus
https://www.mediamatters.org/	https://www.mediamatters.org/coronavirus-covid-19/foxs-weekslong-campaign-downplay-americas-coronavirus-death-toll
https://www.mediamatters.org/	https://www.mediamatters.org/national-rifle-association/nra-board-member-shares-extremist-militia-branded-meme-blames-shootings
https://www.mediamatters.org/	https://www.mediamatters.org/coronavirus-covid-19/fox-doesnt-want-its-viewers-know-more-100000-americans-have-died-coronavirus
https://www.mediamatters.org/	https://www.mediamatters.org/broadcast-networks/corporate-tv-news-largely-ignored-relationship-between-environmental-justice-and
https://www.mediamatters.org/	https://www.mediamatters.org/#main-content
https://www.mediamatters.org/	https://www.mediamatters.org/#youtube
https://www.mediamatters.org/	https://www.mediamatters.org/tucker-carlson/tucker-carlson-assures-his-viewers-they-are-not-crazy-watching-his-show
https://www.mediamatters.org/	https://www.mediamatters.org/chris-wallace/chris-wallace-compares-removal-confederate-statutes-mao-zedongs-cultural-revolution
https://www.mediamatters.org/	https://www.mediamatters.org/fake-news/debunked-conspiracy-theory-about-black-lives-matter-actblue-and-democrats-can-be-traced
https://www.mediamatters.org/	https://www.mediamatters.org/black-lives-matter/media-let-themselves-be-duped-police-unions-story-about-poisoned-milkshakes
https://www.mediamatters.org/	https://www.mediamatters.org/homepage
